OSD.flyTime [s],CUSTOM.updateTime,OSD.latitude,OSD.longitude,OSD.altitude [m],OSD.speed [m/s],OSD.vSpeed [m/s],OSD.heading,BATTERY.chargeLevel [%],BATTERY.temperature [°C],OSD.flycState
629,2024-01-15T10:10:29Z,51.5099167,-0.1286716,49.25,5.1,0.019,115,99.8,35.4,AutoFlight
630,2024-01-15T10:10:30Z,51.5099,-0.1286797,49.26,5.0,0.046,115,99.8,36.1,AutoFlight
631,2024-01-15T10:10:31Z,51.5098833,-0.1286875,48.23,5.39,0.177,115,99.8,36.8,AutoFlight
632,2024-01-15T10:10:32Z,51.5098667,-0.1286951,50.44,5.2,-0.065,115,99.8,36.1,AutoFlight
633,2024-01-15T10:10:33Z,51.50985,-0.1287024,49.1,5.04,-0.143,115,99.8,36.4,AutoFlight
634,2024-01-15T10:10:34Z,51.5098333,-0.1287094,49.72,5.23,0.018,115,99.8,35.8,AutoFlight
635,2024-01-15T10:10:35Z,51.5098167,-0.1287162,50.67,4.65,-0.026,115,99.8,35.8,AutoFlight
636,2024-01-15T10:10:36Z,51.5098,-0.1287228,50.6,4.98,0.027,115,99.8,36.4,AutoFlight
637,2024-01-15T10:10:37Z,51.5097833,-0.1287291,48.12,4.72,0.012,115,99.8,36.6,AutoFlight
638,2024-01-15T10:10:38Z,51.5097667,-0.1287351,50.46,5.39,-0.022,115,99.8,36.2,AutoFlight
639,2024-01-15T10:10:39Z,51.50975,-0.1287409,49.6,4.87,-0.083,115,99.8,35.9,AutoFlight
640,2024-01-15T10:10:40Z,51.5097333,-0.1287464,49.85,4.8,0.003,115,99.8,35.2,AutoFlight
641,2024-01-15T10:10:41Z,51.5097167,-0.1287516,50.34,5.05,0.045,115,99.8,35.9,AutoFlight
642,2024-01-15T10:10:42Z,51.5097,-0.1287566,49.59,5.29,-0.015,115,99.8,37.1,AutoFlight
643,2024-01-15T10:10:43Z,51.5096833,-0.1287614,48.88,4.93,-0.113,115,99.8,35.8,AutoFlight
644,2024-01-15T10:10:44Z,51.5096667,-0.1287658,49.37,4.86,0.078,115,99.8,35.6,AutoFlight
645,2024-01-15T10:10:45Z,51.50965,-0.12877,50.49,4.57,-0.041,115,99.8,36.8,AutoFlight
646,2024-01-15T10:10:46Z,51.5096333,-0.1287739,50.37,5.08,0.063,115,99.8,36.5,AutoFlight
647,2024-01-15T10:10:47Z,51.5096167,-0.1287776,50.5,5.42,-0.104,115,99.8,36.2,AutoFlight
648,2024-01-15T10:10:48Z,51.5096,-0.1287809,50.51,5.22,0.056,115,99.8,36.9,AutoFlight
649,2024-01-15T10:10:49Z,51.5095833,-0.128784,49.6,4.6,0.127,115,99.8,36.2,AutoFlight
650,2024-01-15T10:10:50Z,51.5095667,-0.1287869,49.56,5.01,-0.043,115,99.8,36.7,AutoFlight
651,2024-01-15T10:10:51Z,51.50955,-0.1287894,50.71,5.09,0.054,115,99.8,36.3,AutoFlight
652,2024-01-15T10:10:52Z,51.5095333,-0.1287917,50.82,4.29,-0.117,115,99.8,36.2,AutoFlight
653,2024-01-15T10:10:53Z,51.5095167,-0.1287937,49.67,4.71,0.062,115,99.8,35.8,AutoFlight
654,2024-01-15T10:10:54Z,51.5095,-0.1287954,50.17,5.04,0.006,115,99.8,35.9,AutoFlight
655,2024-01-15T10:10:55Z,51.5094833,-0.1287969,49.85,5.37,0.054,115,99.8,36.8,AutoFlight
656,2024-01-15T10:10:56Z,51.5094667,-0.1287981,49.94,4.49,-0.047,115,99.8,36.2,AutoFlight
657,2024-01-15T10:10:57Z,51.50945,-0.128799,51.04,5.34,0.042,115,99.8,35.9,AutoFlight
658,2024-01-15T10:10:58Z,51.5094333,-0.1287996,50.1,4.92,-0.024,115,99.8,35.7,AutoFlight
659,2024-01-15T10:10:59Z,51.5094167,-0.1287999,50.37,4.99,0.08,115,99.8,35.6,AutoFlight
660,2024-01-15T10:11:00Z,51.5094,-0.1288,49.1,6.09,-0.088,115,99.8,36.5,AutoFlight
661,2024-01-15T10:11:01Z,51.5093833,-0.1287998,50.35,4.71,0.173,115,99.8,36.3,AutoFlight
662,2024-01-15T10:11:02Z,51.5093667,-0.1287993,50.12,5.55,-0.079,115,99.8,36.1,AutoFlight
663,2024-01-15T10:11:03Z,51.50935,-0.1287985,49.72,4.59,0.028,115,99.8,36.6,AutoFlight
664,2024-01-15T10:11:04Z,51.5093333,-0.1287975,50.15,5.2,0.087,115,99.8,36.5,AutoFlight
665,2024-01-15T10:11:05Z,51.5093167,-0.1287962,49.81,5.37,-0.07,115,99.8,37.1,AutoFlight
666,2024-01-15T10:11:06Z,51.5093,-0.1287946,49.85,5.23,0.183,115,99.8,35.3,AutoFlight
667,2024-01-15T10:11:07Z,51.5092833,-0.1287927,49.85,4.88,0.171,115,99.8,36.2,AutoFlight
668,2024-01-15T10:11:08Z,51.5092667,-0.1287905,52.18,4.54,0.035,115,99.8,36.2,AutoFlight
669,2024-01-15T10:11:09Z,51.50925,-0.1287881,50.4,4.83,-0.045,115,99.8,35.5,AutoFlight
670,2024-01-15T10:11:10Z,51.5092333,-0.1287854,50.09,4.55,-0.131,115,99.8,36.5,AutoFlight
671,2024-01-15T10:11:11Z,51.5092167,-0.1287824,49.9,5.31,-0.135,115,99.8,36.7,AutoFlight
672,2024-01-15T10:11:12Z,51.5092,-0.1287792,50.26,4.91,-0.08,115,99.8,36.4,AutoFlight
673,2024-01-15T10:11:13Z,51.5091833,-0.1287757,50.71,4.89,0.085,115,99.8,36.3,AutoFlight
674,2024-01-15T10:11:14Z,51.5091667,-0.1287719,51.38,5.01,-0.018,115,99.8,35.7,AutoFlight
675,2024-01-15T10:11:15Z,51.50915,-0.1287678,48.86,5.11,-0.023,115,99.8,36.6,AutoFlight
676,2024-01-15T10:11:16Z,51.5091333,-0.1287635,49.45,4.95,-0.062,115,99.8,36.6,AutoFlight
677,2024-01-15T10:11:17Z,51.5091167,-0.1287589,49.83,5.56,-0.069,115,99.8,37.1,AutoFlight
678,2024-01-15T10:11:18Z,51.5091,-0.128754,49.16,4.86,-0.084,115,99.8,37.1,AutoFlight
679,2024-01-15T10:11:19Z,51.5090833,-0.1287489,50.35,5.04,0.023,115,99.8,36.0,AutoFlight
680,2024-01-15T10:11:20Z,51.5090667,-0.1287435,51.12,5.42,-0.003,115,99.8,36.5,AutoFlight
681,2024-01-15T10:11:21Z,51.50905,-0.1287378,50.52,4.95,-0.02,115,99.7,36.3,AutoFlight
682,2024-01-15T10:11:22Z,51.5090333,-0.1287319,49.72,4.86,0.073,115,99.7,36.4,AutoFlight
683,2024-01-15T10:11:23Z,51.5090167,-0.1287258,49.66,4.81,-0.15,115,99.7,37.3,AutoFlight
684,2024-01-15T10:11:24Z,51.509,-0.1287193,50.41,5.26,-0.053,115,99.7,37.3,AutoFlight
685,2024-01-15T10:11:25Z,51.5089833,-0.1287126,50.12,5.44,-0.001,115,99.7,36.6,AutoFlight
686,2024-01-15T10:11:26Z,51.5089667,-0.1287057,49.58,5.02,0.022,115,99.7,37.3,AutoFlight
687,2024-01-15T10:11:27Z,51.50895,-0.1286985,51.23,5.03,0.122,115,99.7,35.2,AutoFlight
688,2024-01-15T10:11:28Z,51.5089333,-0.1286911,49.62,5.07,0.089,115,99.7,36.8,AutoFlight
689,2024-01-15T10:11:29Z,51.5089167,-0.1286834,49.96,4.86,-0.08,115,99.7,37.6,AutoFlight
690,2024-01-15T10:11:30Z,51.5089,-0.1286755,50.9,5.39,0.001,115,99.7,36.4,AutoFlight
691,2024-01-15T10:11:31Z,51.5088833,-0.1286673,50.44,4.99,-0.013,115,99.7,36.6,AutoFlight
692,2024-01-15T10:11:32Z,51.5088667,-0.1286589,49.49,4.74,-0.024,115,99.7,36.0,AutoFlight
693,2024-01-15T10:11:33Z,51.50885,-0.1286502,50.48,5.25,-0.077,115,99.7,35.7,AutoFlight
694,2024-01-15T10:11:34Z,51.5088333,-0.1286413,50.31,5.07,0.002,115,99.7,36.0,AutoFlight
695,2024-01-15T10:11:35Z,51.5088167,-0.1286322,48.47,5.51,-0.022,115,99.7,36.9,AutoFlight
696,2024-01-15T10:11:36Z,51.5088,-0.1286228,49.94,5.12,-0.128,115,99.7,36.5,AutoFlight
697,2024-01-15T10:11:37Z,51.5087833,-0.1286132,48.92,4.67,-0.071,115,99.7,35.8,AutoFlight
698,2024-01-15T10:11:38Z,51.5087667,-0.1286034,49.63,4.79,-0.119,115,99.7,36.6,AutoFlight
699,2024-01-15T10:11:39Z,51.50875,-0.1285934,49.99,4.75,0.201,115,99.7,37.1,AutoFlight
700,2024-01-15T10:11:40Z,51.5087333,-0.1285831,50.9,4.9,0.089,115,99.7,37.1,AutoFlight
701,2024-01-15T10:11:41Z,51.5087167,-0.1285727,49.19,4.8,0.292,115,99.7,36.5,AutoFlight
702,2024-01-15T10:11:42Z,51.5087,-0.128562,50.39,4.94,0.083,115,99.7,36.3,AutoFlight
703,2024-01-15T10:11:43Z,51.5086833,-0.1285511,49.2,5.34,0.02,115,99.7,35.5,AutoFlight
704,2024-01-15T10:11:44Z,51.5086667,-0.12854,50.02,4.95,0.071,115,99.7,36.9,AutoFlight
705,2024-01-15T10:11:45Z,51.50865,-0.1285287,50.27,5.03,0.029,115,99.7,36.2,AutoFlight
706,2024-01-15T10:11:46Z,51.5086333,-0.1285171,49.35,4.74,-0.134,115,99.7,37.2,AutoFlight
707,2024-01-15T10:11:47Z,51.5086167,-0.1285054,50.86,5.18,-0.06,115,99.7,36.5,AutoFlight
708,2024-01-15T10:11:48Z,51.5086,-0.1284935,49.65,5.33,0.053,115,99.7,37.7,AutoFlight
709,2024-01-15T10:11:49Z,51.5085833,-0.1284814,49.22,4.93,-0.126,115,99.7,36.1,AutoFlight
710,2024-01-15T10:11:50Z,51.5085667,-0.1284691,49.88,4.9,-0.051,115,99.7,36.1,AutoFlight
711,2024-01-15T10:11:51Z,51.50855,-0.1284567,50.16,4.91,0.091,115,99.7,37.1,AutoFlight
712,2024-01-15T10:11:52Z,51.5085333,-0.128444,48.95,5.12,-0.06,115,99.7,37.6,AutoFlight
713,2024-01-15T10:11:53Z,51.5085167,-0.1284312,49.98,4.85,-0.041,115,99.7,36.1,AutoFlight
714,2024-01-15T10:11:54Z,51.5085,-0.1284181,51.02,5.64,-0.173,115,99.7,36.7,AutoFlight
715,2024-01-15T10:11:55Z,51.5084833,-0.128405,49.91,4.82,0.122,115,99.7,37.5,AutoFlight
716,2024-01-15T10:11:56Z,51.5084667,-0.1283916,49.8,5.62,0.003,115,99.7,36.8,AutoFlight
717,2024-01-15T10:11:57Z,51.50845,-0.1283781,50.22,4.78,0.145,115,99.7,37.2,AutoFlight
718,2024-01-15T10:11:58Z,51.5084333,-0.1283644,49.72,4.94,-0.091,115,99.7,37.0,AutoFlight
719,2024-01-15T10:11:59Z,51.5084167,-0.1283506,48.97,5.0,-0.052,115,99.7,37.2,AutoFlight
720,2024-01-15T10:12:00Z,51.5086,-0.1283366,50.83,5.24,-0.012,120,99.7,36.6,AutoFlight
721,2024-01-15T10:12:01Z,51.5086167,-0.1283224,49.76,5.0,0.049,120,99.7,36.6,AutoFlight
722,2024-01-15T10:12:02Z,51.5086333,-0.1283082,49.23,5.05,0.136,120,99.7,37.9,AutoFlight
723,2024-01-15T10:12:03Z,51.50865,-0.1282937,50.63,4.7,0.141,120,99.7,36.5,AutoFlight
724,2024-01-15T10:12:04Z,51.5086667,-0.1282792,49.38,5.13,-0.138,120,99.7,37.4,AutoFlight
725,2024-01-15T10:12:05Z,51.5086833,-0.1282645,49.96,5.12,-0.082,120,99.7,37.4,AutoFlight
726,2024-01-15T10:12:06Z,51.5087,-0.1282496,50.41,4.89,0.095,120,99.7,35.6,AutoFlight
727,2024-01-15T10:12:07Z,51.5087167,-0.1282347,50.29,4.97,-0.079,120,99.7,37.1,AutoFlight
728,2024-01-15T10:12:08Z,51.5087333,-0.1282196,50.4,4.78,-0.012,120,99.7,37.0,AutoFlight
729,2024-01-15T10:12:09Z,51.50875,-0.1282044,50.31,5.37,-0.046,120,99.7,37.7,AutoFlight
730,2024-01-15T10:12:10Z,51.5087667,-0.1281891,48.96,5.09,-0.172,120,99.7,37.0,AutoFlight
731,2024-01-15T10:12:11Z,51.5087833,-0.1281737,50.58,5.61,0.005,120,99.7,36.6,AutoFlight
732,2024-01-15T10:12:12Z,51.5088,-0.1281582,50.82,5.01,0.01,120,99.7,37.5,AutoFlight
733,2024-01-15T10:12:13Z,51.5088167,-0.1281426,50.87,4.48,0.005,120,99.7,37.0,AutoFlight
734,2024-01-15T10:12:14Z,51.5088333,-0.1281269,49.14,4.51,-0.007,120,99.7,36.8,AutoFlight
735,2024-01-15T10:12:15Z,51.50885,-0.1281111,49.42,4.96,-0.035,120,99.7,37.1,AutoFlight
736,2024-01-15T10:12:16Z,51.5088667,-0.1280952,51.26,4.99,0.188,120,99.7,37.7,AutoFlight
737,2024-01-15T10:12:17Z,51.5088833,-0.1280793,50.77,4.78,-0.029,120,99.7,36.6,AutoFlight
738,2024-01-15T10:12:18Z,51.5089,-0.1280632,50.33,4.98,0.044,120,99.7,37.2,AutoFlight
739,2024-01-15T10:12:19Z,51.5089167,-0.1280471,50.13,4.89,-0.097,120,99.7,36.9,AutoFlight
740,2024-01-15T10:12:20Z,51.5089333,-0.1280309,50.57,4.95,-0.006,120,99.7,37.5,AutoFlight
741,2024-01-15T10:12:21Z,51.50895,-0.1280147,50.39,4.56,-0.008,120,99.7,36.7,AutoFlight
742,2024-01-15T10:12:22Z,51.5089667,-0.1279984,49.96,5.12,0.051,120,99.7,38.0,AutoFlight
743,2024-01-15T10:12:23Z,51.5089833,-0.127982,49.6,4.91,0.057,120,99.7,37.6,AutoFlight
744,2024-01-15T10:12:24Z,51.509,-0.1279656,49.17,5.21,0.067,120,99.7,37.1,AutoFlight
745,2024-01-15T10:12:25Z,51.5090167,-0.1279491,49.78,5.22,0.043,120,99.7,37.3,AutoFlight
746,2024-01-15T10:12:26Z,51.5090333,-0.1279326,49.41,4.48,-0.009,120,99.7,37.0,AutoFlight
747,2024-01-15T10:12:27Z,51.50905,-0.1279161,50.37,4.77,0.063,120,99.7,37.4,AutoFlight
748,2024-01-15T10:12:28Z,51.5090667,-0.1278995,49.41,5.28,-0.034,120,99.7,36.8,AutoFlight
749,2024-01-15T10:12:29Z,51.5090833,-0.1278829,50.2,5.0,-0.091,120,99.7,37.5,AutoFlight
750,2024-01-15T10:12:30Z,51.5091,-0.1278663,49.99,4.77,-0.175,120,99.7,37.4,AutoFlight
751,2024-01-15T10:12:31Z,51.5091167,-0.1278497,50.08,5.04,0.138,120,99.7,36.0,AutoFlight
752,2024-01-15T10:12:32Z,51.5091333,-0.127833,51.02,5.41,-0.098,120,99.7,37.7,AutoFlight
753,2024-01-15T10:12:33Z,51.50915,-0.1278164,49.35,4.69,-0.01,120,99.7,38.1,AutoFlight
754,2024-01-15T10:12:34Z,51.5091667,-0.1277997,50.29,5.01,0.089,120,99.7,36.9,AutoFlight
755,2024-01-15T10:12:35Z,51.5091833,-0.127783,51.2,5.47,0.043,120,99.7,36.8,AutoFlight
756,2024-01-15T10:12:36Z,51.5092,-0.1277664,50.86,5.09,0.064,120,99.7,37.8,AutoFlight
757,2024-01-15T10:12:37Z,51.5092167,-0.1277497,50.35,4.73,0.149,120,99.7,37.4,AutoFlight
758,2024-01-15T10:12:38Z,51.5092333,-0.1277331,50.26,5.18,0.031,120,99.7,37.6,AutoFlight
759,2024-01-15T10:12:39Z,51.50925,-0.1277165,50.16,4.95,-0.055,120,99.7,37.0,AutoFlight
760,2024-01-15T10:12:40Z,51.5092667,-0.1276999,49.77,5.3,-0.034,120,99.7,37.2,AutoFlight
761,2024-01-15T10:12:41Z,51.5092833,-0.1276833,49.92,5.16,0.065,120,99.7,38.3,AutoFlight
762,2024-01-15T10:12:42Z,51.5093,-0.1276668,48.89,4.93,0.057,120,99.7,36.5,AutoFlight
763,2024-01-15T10:12:43Z,51.5093167,-0.1276503,51.39,4.97,-0.079,120,99.7,37.8,AutoFlight
764,2024-01-15T10:12:44Z,51.5093333,-0.1276338,48.24,5.06,-0.099,120,99.7,37.3,AutoFlight
765,2024-01-15T10:12:45Z,51.50935,-0.1276174,50.3,5.24,0.041,120,99.7,38.4,AutoFlight
766,2024-01-15T10:12:46Z,51.5093667,-0.127601,50.05,4.9,0.123,120,99.7,37.3,AutoFlight
767,2024-01-15T10:12:47Z,51.5093833,-0.1275847,50.33,3.82,0.045,120,99.7,37.3,AutoFlight
768,2024-01-15T10:12:48Z,51.5094,-0.1275685,49.65,4.8,0.09,120,99.7,36.3,AutoFlight
769,2024-01-15T10:12:49Z,51.5094167,-0.1275523,52.52,5.35,0.037,120,99.7,38.3,AutoFlight
770,2024-01-15T10:12:50Z,51.5094333,-0.1275362,50.22,4.73,0.103,120,99.7,36.6,AutoFlight
771,2024-01-15T10:12:51Z,51.50945,-0.1275202,50.48,5.36,0.053,120,99.7,36.7,AutoFlight
772,2024-01-15T10:12:52Z,51.5094667,-0.1275042,50.16,4.96,-0.074,120,99.7,36.2,AutoFlight
773,2024-01-15T10:12:53Z,51.5094833,-0.1274883,49.05,4.85,0.113,120,99.7,38.8,AutoFlight
774,2024-01-15T10:12:54Z,51.5095,-0.1274725,50.69,4.76,-0.042,120,99.7,37.9,AutoFlight
775,2024-01-15T10:12:55Z,51.5095167,-0.1274568,50.49,5.12,0.024,120,99.7,38.0,AutoFlight
776,2024-01-15T10:12:56Z,51.5095333,-0.1274412,51.79,5.0,0.016,120,99.7,37.7,AutoFlight
777,2024-01-15T10:12:57Z,51.50955,-0.1274257,49.63,4.34,0.049,120,99.7,37.1,AutoFlight
778,2024-01-15T10:12:58Z,51.5095667,-0.1274103,51.05,5.05,0.15,120,99.7,37.0,AutoFlight
779,2024-01-15T10:12:59Z,51.5095833,-0.127395,50.9,4.51,0.094,120,99.7,37.3,AutoFlight
780,2024-01-15T10:13:00Z,51.5096,-0.1273798,50.75,4.89,0.068,120,99.7,37.7,AutoFlight
781,2024-01-15T10:13:01Z,51.5096167,-0.1273648,50.31,5.13,0.168,120,99.7,37.2,AutoFlight
782,2024-01-15T10:13:02Z,51.5096333,-0.1273498,51.12,4.89,0.121,120,99.7,38.6,AutoFlight
783,2024-01-15T10:13:03Z,51.50965,-0.127335,49.36,4.35,0.016,120,99.7,37.1,AutoFlight
784,2024-01-15T10:13:04Z,51.5096667,-0.1273203,49.58,4.9,-0.053,120,99.7,38.2,AutoFlight
785,2024-01-15T10:13:05Z,51.5096833,-0.1273058,50.9,5.35,0.231,120,99.7,37.1,AutoFlight
786,2024-01-15T10:13:06Z,51.5097,-0.1272913,48.0,5.61,0.025,120,99.7,37.5,AutoFlight
787,2024-01-15T10:13:07Z,51.5097167,-0.1272771,48.56,4.59,0.069,120,99.7,37.4,AutoFlight
788,2024-01-15T10:13:08Z,51.5097333,-0.1272629,48.28,4.72,0.105,120,99.7,38.2,AutoFlight
789,2024-01-15T10:13:09Z,51.50975,-0.1272489,50.17,5.85,0.103,120,99.7,38.4,AutoFlight
790,2024-01-15T10:13:10Z,51.5097667,-0.1272351,51.07,5.25,-0.134,120,99.7,36.7,AutoFlight
791,2024-01-15T10:13:11Z,51.5097833,-0.1272214,49.41,5.08,0.0,120,99.7,37.7,AutoFlight
792,2024-01-15T10:13:12Z,51.5098,-0.1272079,49.98,5.14,0.099,120,99.7,37.6,AutoFlight
793,2024-01-15T10:13:13Z,51.5098167,-0.1271946,49.77,4.21,0.087,120,99.7,37.2,AutoFlight
794,2024-01-15T10:13:14Z,51.5098333,-0.1271814,49.27,5.26,0.092,120,99.7,37.9,AutoFlight
795,2024-01-15T10:13:15Z,51.50985,-0.1271684,50.76,4.67,-0.023,120,99.7,37.3,AutoFlight
796,2024-01-15T10:13:16Z,51.5098667,-0.1271556,51.38,5.26,-0.024,120,99.7,38.0,AutoFlight
797,2024-01-15T10:13:17Z,51.5098833,-0.1271429,50.3,4.96,0.047,120,99.7,38.0,AutoFlight
798,2024-01-15T10:13:18Z,51.5099,-0.1271304,49.89,4.62,0.035,120,99.7,37.5,AutoFlight
799,2024-01-15T10:13:19Z,51.5099167,-0.1271181,49.08,4.77,-0.025,120,99.7,37.6,AutoFlight
800,2024-01-15T10:13:20Z,51.5099333,-0.127106,50.45,4.94,0.045,120,99.7,37.4,AutoFlight
801,2024-01-15T10:13:21Z,51.50995,-0.1270941,50.44,5.12,0.057,120,99.7,38.4,AutoFlight
802,2024-01-15T10:13:22Z,51.5099667,-0.1270824,49.77,4.52,-0.008,120,99.7,38.0,AutoFlight
803,2024-01-15T10:13:23Z,51.5099833,-0.1270709,50.02,5.1,-0.172,120,99.7,37.2,AutoFlight
804,2024-01-15T10:13:24Z,51.51,-0.1270596,50.43,5.23,-0.075,120,99.7,37.8,AutoFlight
805,2024-01-15T10:13:25Z,51.5100167,-0.1270485,49.43,4.65,0.007,120,99.7,37.8,AutoFlight
806,2024-01-15T10:13:26Z,51.5100333,-0.1270376,50.32,5.22,0.168,120,99.7,38.1,AutoFlight
807,2024-01-15T10:13:27Z,51.51005,-0.127027,49.71,5.28,-0.147,120,99.7,37.7,AutoFlight
808,2024-01-15T10:13:28Z,51.5100667,-0.1270165,50.84,5.2,0.083,120,99.7,38.6,AutoFlight
809,2024-01-15T10:13:29Z,51.5100833,-0.1270062,49.41,5.24,-0.009,120,99.7,38.3,AutoFlight
810,2024-01-15T10:13:30Z,51.5101,-0.1269962,50.09,5.23,0.155,120,99.7,38.0,AutoFlight
811,2024-01-15T10:13:31Z,51.5101167,-0.1269864,49.83,4.89,-0.069,120,99.7,38.2,AutoFlight
812,2024-01-15T10:13:32Z,51.5101333,-0.1269768,51.05,4.93,-0.181,120,99.7,37.4,AutoFlight
813,2024-01-15T10:13:33Z,51.51015,-0.1269675,50.35,4.72,-0.196,120,99.7,37.5,AutoFlight
814,2024-01-15T10:13:34Z,51.5101667,-0.1269584,48.37,5.1,-0.04,120,99.7,37.8,AutoFlight
815,2024-01-15T10:13:35Z,51.5101833,-0.1269495,51.04,4.73,-0.215,120,99.7,37.7,AutoFlight
816,2024-01-15T10:13:36Z,51.5102,-0.1269408,50.38,4.57,-0.037,120,99.7,37.6,AutoFlight
817,2024-01-15T10:13:37Z,51.5102167,-0.1269324,50.02,4.82,0.266,120,99.7,37.6,AutoFlight
818,2024-01-15T10:13:38Z,51.5102333,-0.1269243,50.15,4.85,-0.264,120,99.7,38.5,AutoFlight
819,2024-01-15T10:13:39Z,51.51025,-0.1269163,47.47,5.41,-0.132,120,99.7,37.1,AutoFlight
820,2024-01-15T10:13:40Z,51.5102667,-0.1269087,49.91,5.66,0.032,120,99.7,37.7,AutoFlight
821,2024-01-15T10:13:41Z,51.5102833,-0.1269012,49.39,5.2,-0.037,120,99.7,38.2,AutoFlight
822,2024-01-15T10:13:42Z,51.5103,-0.126894,48.43,5.16,0.032,120,99.7,37.1,AutoFlight
823,2024-01-15T10:13:43Z,51.5103167,-0.1268871,49.17,4.96,-0.049,120,99.7,38.0,AutoFlight
824,2024-01-15T10:13:44Z,51.5103333,-0.1268804,48.85,4.73,0.211,120,99.7,37.4,AutoFlight
825,2024-01-15T10:13:45Z,51.51035,-0.126874,49.66,4.95,-0.028,120,99.7,38.4,AutoFlight
826,2024-01-15T10:13:46Z,51.5103667,-0.1268679,49.54,5.26,-0.086,120,99.7,38.2,AutoFlight
827,2024-01-15T10:13:47Z,51.5103833,-0.1268619,49.83,4.95,-0.009,120,99.7,38.1,AutoFlight
828,2024-01-15T10:13:48Z,51.5104,-0.1268563,49.05,4.71,0.204,120,99.7,38.1,AutoFlight
829,2024-01-15T10:13:49Z,51.5104167,-0.1268509,49.71,5.19,-0.006,120,99.7,36.7,AutoFlight
830,2024-01-15T10:13:50Z,51.5104333,-0.1268458,50.13,4.96,0.035,120,99.7,37.5,AutoFlight
831,2024-01-15T10:13:51Z,51.51045,-0.1268409,49.82,5.34,-0.015,120,99.7,37.7,AutoFlight
832,2024-01-15T10:13:52Z,51.5104667,-0.1268364,50.29,4.88,0.107,120,99.7,37.8,AutoFlight
833,2024-01-15T10:13:53Z,51.5104833,-0.126832,50.29,4.79,-0.125,120,99.7,38.3,AutoFlight
834,2024-01-15T10:13:54Z,51.5105,-0.126828,50.21,5.19,0.074,120,99.7,37.2,AutoFlight
835,2024-01-15T10:13:55Z,51.5105167,-0.1268242,50.1,4.4,0.052,120,99.7,37.4,AutoFlight
836,2024-01-15T10:13:56Z,51.5105333,-0.1268207,50.37,5.22,-0.054,120,99.7,37.9,AutoFlight
837,2024-01-15T10:13:57Z,51.51055,-0.1268175,50.98,4.5,0.064,120,99.7,38.0,AutoFlight
838,2024-01-15T10:13:58Z,51.5105667,-0.1268145,50.76,4.5,0.0,120,99.7,38.5,AutoFlight
839,2024-01-15T10:13:59Z,51.5105833,-0.1268118,51.09,4.77,-0.028,120,99.7,38.9,AutoFlight
840,2024-01-15T10:14:00Z,51.5108,-0.1268094,48.86,4.99,0.018,125,99.7,38.0,AutoFlight
841,2024-01-15T10:14:01Z,51.5107833,-0.1268073,49.25,5.29,0.089,125,99.7,38.9,AutoFlight
842,2024-01-15T10:14:02Z,51.5107667,-0.1268054,49.37,4.86,0.11,125,99.7,38.9,AutoFlight
843,2024-01-15T10:14:03Z,51.51075,-0.1268038,49.99,4.54,-0.022,125,99.7,38.5,AutoFlight
844,2024-01-15T10:14:04Z,51.5107333,-0.1268025,50.54,5.33,0.192,125,99.7,37.8,AutoFlight
845,2024-01-15T10:14:05Z,51.5107167,-0.1268014,49.28,4.64,-0.012,125,99.7,38.5,AutoFlight
846,2024-01-15T10:14:06Z,51.5107,-0.1268007,51.38,5.07,0.001,125,99.7,37.9,AutoFlight
847,2024-01-15T10:14:07Z,51.5106833,-0.1268002,50.98,4.77,-0.01,125,99.7,38.0,AutoFlight
848,2024-01-15T10:14:08Z,51.5106667,-0.1268,49.98,5.54,-0.089,125,99.7,39.2,AutoFlight
849,2024-01-15T10:14:09Z,51.51065,-0.1268001,49.48,4.75,-0.066,125,99.7,38.3,AutoFlight
850,2024-01-15T10:14:10Z,51.5106333,-0.1268004,49.99,5.34,-0.082,125,99.7,37.2,AutoFlight
851,2024-01-15T10:14:11Z,51.5106167,-0.1268011,49.7,5.08,-0.147,125,99.7,38.0,AutoFlight
852,2024-01-15T10:14:12Z,51.5106,-0.126802,50.43,4.76,-0.082,125,99.7,37.5,AutoFlight
853,2024-01-15T10:14:13Z,51.5105833,-0.1268032,49.89,5.14,0.275,125,99.7,38.6,AutoFlight
854,2024-01-15T10:14:14Z,51.5105667,-0.1268046,48.99,4.54,-0.011,125,99.7,38.8,AutoFlight
855,2024-01-15T10:14:15Z,51.51055,-0.1268064,50.53,4.84,0.1,125,99.7,38.8,AutoFlight
856,2024-01-15T10:14:16Z,51.5105333,-0.1268084,51.17,4.68,0.044,125,99.7,37.4,AutoFlight
857,2024-01-15T10:14:17Z,51.5105167,-0.1268107,49.36,4.62,-0.026,125,99.7,37.4,AutoFlight
858,2024-01-15T10:14:18Z,51.5105,-0.1268132,50.62,5.0,-0.086,125,99.7,38.3,AutoFlight
859,2024-01-15T10:14:19Z,51.5104833,-0.1268161,51.22,5.1,-0.058,125,99.7,38.0,AutoFlight
860,2024-01-15T10:14:20Z,51.5104667,-0.1268192,49.92,4.79,-0.171,125,99.7,37.9,AutoFlight
861,2024-01-15T10:14:21Z,51.51045,-0.1268226,50.99,4.75,-0.193,125,99.7,38.1,AutoFlight
862,2024-01-15T10:14:22Z,51.5104333,-0.1268262,50.88,4.48,0.019,125,99.7,38.3,AutoFlight
863,2024-01-15T10:14:23Z,51.5104167,-0.1268301,50.43,5.17,0.061,125,99.7,37.3,AutoFlight
